Code,Descriptor,Year Level,Learning Area,Subject,Strand,Sub-strand,Category,Linked Achievement IDs
AC9E2LA07,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They punctuate simple and compound sentences., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events.",Year 2,English,English,Language,,,"Year2-AS-4307, Year2-AS-7457, Year2-AS-8841"
AC9E2LA08,"They create written and/or multimodal texts including stories to inform, express an opinion, adapt an idea or narrate for audiences., They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events.",Year 2,English,English,Language,,,"Year2-AS-1132, Year2-AS-7457, Year2-AS-8841"
AC9E2LA09,"They organise and link ideas, and use language features including topic-specific vocabulary and features of voice., They use topic-specific vocabulary.",Year 2,English,English,Language,,,"Year2-AS-1724, Year2-AS-5660"
AC9E2LA10,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They punctuate simple and compound sentences., They use punctuation for phrasing and fluency.",Year 2,English,English,Language,,,"Year2-AS-4307, Year2-AS-5330, Year2-AS-8841"
AC9E2LE01,"They create written and/or multimodal texts including stories to inform, express an opinion, adapt an idea or narrate for audiences., They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events., They share ideas, topic knowledge and appreciation of texts when they recount, inform or express an opinion, including details from learnt topics, topics of interest or texts.",Year 2,English,English,Literature,,,"Year2-AS-1132, Year2-AS-7457, Year2-AS-8841, Year2-AS-9971"
AC9E2LE02,"They create written and/or multimodal texts including stories to inform, express an opinion, adapt an idea or narrate for audiences., They share ideas, topic knowledge and appreciation of texts when they recount, inform or express an opinion, including details from learnt topics, topics of interest or texts.",Year 2,English,English,Literature,,,"Year2-AS-1132, Year2-AS-9971"
AC9E2LE03,"Students interact with others, and listen to and create spoken texts including stories., They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events., They share ideas, topic knowledge and appreciation of texts when they recount, inform or express an opinion, including details from learnt topics, topics of interest or texts.",Year 2,English,English,Literature,,,"Year2-AS-7457, Year2-AS-8822, Year2-AS-8841, Year2-AS-9971"
AC9E2LE04,"They organise and link ideas, and use language features including topic-specific vocabulary and features of voice.",Year 2,English,English,Literature,,,Year2-AS-1724
AC9E2LE05,"Students interact with others, and listen to and create spoken texts including stories., They create written and/or multimodal texts including stories to inform, express an opinion, adapt an idea or narrate for audiences., They use text structures to organise and link ideas for a purpose.",Year 2,English,English,Literature,,,"Year2-AS-1132, Year2-AS-1724, Year2-AS-6476, Year2-AS-8822"
AC9E2LE05,"They organise and link ideas, and use language features including topic-specific vocabulary and features of voice.",Year 2,English,English,Literature,,,"Year2-AS-1132, Year2-AS-1724, Year2-AS-6476, Year2-AS-8822"
AC9E2LY01,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events.",Year 2,English,English,Literacy,,,"Year2-AS-7457, Year2-AS-8841"
AC9E2LY02,"Students interact with others, and listen to and create spoken texts including stories., They share ideas, topic knowledge and appreciation of texts when they recount, inform or express an opinion, including details from learnt topics, topics of interest or texts.",Year 2,English,English,Literacy,,,"Year2-AS-8822, Year2-AS-9971"
AC9E2LY03,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events.",Year 2,English,English,Literacy,,,"Year2-AS-7457, Year2-AS-8841"
AC9E2LY04,"They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events., They use phonic and morphemic knowledge, and grammatical patterns to read unfamiliar words and most high-frequency words., They use punctuation for phrasing and fluency.",Year 2,English,English,Literacy,,,"Year2-AS-2591, Year2-AS-5330, Year2-AS-7457"
AC9E2LY05,"Students interact with others, and listen to and create spoken texts including stories., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events.",Year 2,English,English,Literacy,,,"Year2-AS-7457, Year2-AS-8822"
AC9E2LY06,"They create written and/or multimodal texts including stories to inform, express an opinion, adapt an idea or narrate for audiences., They punctuate simple and compound sentences., They spell words with regular spelling patterns, and use phonic and morphemic knowledge to attempt to spell words with less common patterns., They use text structures to organise and link ideas for a purpose., They use topic-specific vocabulary.",Year 2,English,English,Literacy,,,"Year2-AS-1132, Year2-AS-4307, Year2-AS-4559, Year2-AS-5660, Year2-AS-6476"
AC9E2LY07,"Students interact with others, and listen to and create spoken texts including stories., They organise and link ideas, and use language features including topic-specific vocabulary and features of voice., They share ideas, topic knowledge and appreciation of texts when they recount, inform or express an opinion, including details from learnt topics, topics of interest or texts.",Year 2,English,English,Literacy,,,"Year2-AS-1724, Year2-AS-8822, Year2-AS-9971"
AC9E2LY08,They write words using consistently legible unjoined letters.,Year 2,English,English,Literacy,,,Year2-AS-2218
AC9E2LY09,"They spell words with regular spelling patterns, and use phonic and morphemic knowledge to attempt to spell words with less common patterns., They use phonic and morphemic knowledge, and grammatical patterns to read unfamiliar words and most high-frequency words.",Year 2,English,English,Literacy,,,"Year2-AS-2591, Year2-AS-4559"
AC9E2LY10,"They spell words with regular spelling patterns, and use phonic and morphemic knowledge to attempt to spell words with less common patterns., They use phonic and morphemic knowledge, and grammatical patterns to read unfamiliar words and most high-frequency words.",Year 2,English,English,Literacy,,,"Year2-AS-2591, Year2-AS-4559"
AC9E2LY11,"They spell words with regular spelling patterns, and use phonic and morphemic knowledge to attempt to spell words with less common patterns., They use phonic and morphemic knowledge, and grammatical patterns to read unfamiliar words and most high-frequency words.",Year 2,English,English,Literacy,,,"Year2-AS-2591, Year2-AS-4559"
AC9E2LY12,"They spell words with regular spelling patterns, and use phonic and morphemic knowledge to attempt to spell words with less common patterns., They use phonic and morphemic knowledge, and grammatical patterns to read unfamiliar words and most high-frequency words.",Year 2,English,English,Literacy,,,"Year2-AS-2591, Year2-AS-4559"
AC9E3LA01,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories.",Year 3,English,English,Language,,,"Year3-AS-9767, Year4-AS-9767"
AC9E3LA02,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts., They use language features including topic-specific vocabulary, and/or visual features and features of voice., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-4477, Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
AC9E3LA03,"They describe how texts are structured and presented., They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They group, logically sequence and link ideas., They read, view and comprehend texts, recognising their purpose and audience., They use language features including topic-specific vocabulary, and/or visual features and features of voice., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-3926, Year3-AS-4477, Year3-AS-4698, Year3-AS-77, Year3-AS-7796, Year3-AS-994"
AC9E3LA04,"They describe how texts are structured and presented., They group, logically sequence and link ideas., They read, view and comprehend texts, recognising their purpose and audience., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-3926, Year3-AS-4698, Year3-AS-77, Year3-AS-994"
AC9E3LA05,"They describe how texts are structured and presented., They read, view and comprehend texts, recognising their purpose and audience., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-3926, Year3-AS-4698, Year3-AS-994"
AC9E3LA06,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-7796, Year3-AS-994"
AC9E3LA07,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
AC9E3LA08,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-7796, Year3-AS-994"
AC9E3LA09,"They describe how stories are developed through characters and/or events., They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They identify literal meaning and explain inferred meaning., They read, view and comprehend texts, recognising their purpose and audience., They use language features including topic-specific vocabulary, and/or visual features and features of voice., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-3926, Year3-AS-4477, Year3-AS-6612, Year3-AS-7034, Year3-AS-7796, Year3-AS-994"
AC9E3LA10,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They use language features including topic-specific vocabulary, and/or visual features and features of voice., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-4477, Year3-AS-7796, Year3-AS-994"
AC9E3LA11,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Language,,,"Year3-AS-7796, Year3-AS-994"
AC9E3LE01,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They identify literal meaning and explain inferred meaning., They read, view and comprehend texts, recognising their purpose and audience., They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts.",Year 3,English,English,Literature,,,"Year3-AS-3926, Year3-AS-5312, Year3-AS-7034, Year3-AS-7796"
AC9E3LE02,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They create written and/or multimodal texts including stories to inform, narrate, explain or argue for audiences, relating ideas including relevant details from learnt topics, topics of interest or texts., They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts.",Year 3,English,English,Literature,,,"Year3-AS-5312, Year3-AS-7849, Year3-AS-9767"
AC9E3LE03,"They describe how stories are developed through characters and/or events., They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They read, view and comprehend texts, recognising their purpose and audience., They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts.",Year 3,English,English,Literature,,,"Year3-AS-3926, Year3-AS-5312, Year3-AS-6612, Year3-AS-7796"
AC9E3LE04,"They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They read, view and comprehend texts, recognising their purpose and audience., They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts.",Year 3,English,English,Literature,,,"Year3-AS-3926, Year3-AS-5312, Year3-AS-7796"
AC9E3LE05,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They create written and/or multimodal texts including stories to inform, narrate, explain or argue for audiences, relating ideas including relevant details from learnt topics, topics of interest or texts., They group, logically sequence and link ideas., They use language features including topic-specific vocabulary, and/or visual features and features of voice., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Literature,,,"Year3-AS-4477, Year3-AS-77, Year3-AS-7849, Year3-AS-9767, Year3-AS-994"
AC9E3LY01,"They describe how stories are developed through characters and/or events., They describe how texts are structured and presented., They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They read, view and comprehend texts, recognising their purpose and audience.",Year 3,English,English,Literacy,,,"Year3-AS-3926, Year3-AS-4698, Year3-AS-6612, Year3-AS-7796"
AC9E3LY02,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories.",Year 3,English,English,Literacy,,,"Year3-AS-5312, Year3-AS-9767, Year4-AS-9767"
AC9E3LY02,"They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts.",Year 3,English,English,Literacy,,,"Year3-AS-5312, Year3-AS-9767, Year4-AS-9767"
AC9E3LY03,"They describe how stories are developed through characters and/or events., They describe the language features of texts including topic-specific vocabulary and literary devices, and how visual features extend meaning., They read, view and comprehend texts, recognising their purpose and audience.",Year 3,English,English,Literacy,,,"Year3-AS-3926, Year3-AS-6612, Year3-AS-7796"
AC9E3LY04,"They read fluently, using phonic, morphemic and grammatical knowledge to read multisyllabic words with more complex letter patterns., They read, view and comprehend texts, recognising their purpose and audience.",Year 3,English,English,Literacy,,,"Year3-AS-1436, Year3-AS-3926"
AC9E3LY05,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They describe how texts are structured and presented., They identify literal meaning and explain inferred meaning., They read, view and comprehend texts, recognising their purpose and audience.",Year 3,English,English,Literacy,,,"Year3-AS-3926, Year3-AS-4698, Year3-AS-7034, Year3-AS-9767"
AC9E3LY06,"They spell multisyllabic words using phonic and morphemic knowledge, and high-frequency words., They use text structures including paragraphs, and language features including compound sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 3,English,English,Literacy,,,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
AC9E3LY06,"They create written and/or multimodal texts including stories to inform, narrate, explain or argue for audiences, relating ideas including relevant details from learnt topics, topics of interest or texts.",Year 3,English,English,Literacy,,,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
AC9E3LY07,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They group, logically sequence and link ideas., They relate ideas; express opinion, preferences and appreciation of texts; and include relevant details from learnt topics, topics of interest or texts., They use language features including topic-specific vocabulary, and/or visual features and features of voice.",Year 3,English,English,Literacy,,,"Year3-AS-4477, Year3-AS-5312, Year3-AS-77, Year3-AS-9767"
AC9E3LY08,They write texts using letters that are accurately formed and consistent in size.,Year 3,English,English,Literacy,,,Year3-AS-3749
AC9E3LY09,"They read fluently, using phonic, morphemic and grammatical knowledge to read multisyllabic words with more complex letter patterns., They spell multisyllabic words using phonic and morphemic knowledge, and high-frequency words.",Year 3,English,English,Literacy,,,"Year3-AS-1436, Year3-AS-1942"
AC9E3LY10,"They read fluently, using phonic, morphemic and grammatical knowledge to read multisyllabic words with more complex letter patterns.",Year 3,English,English,Literacy,,,Year3-AS-1436
AC9E3LY11,"They spell multisyllabic words using phonic and morphemic knowledge, and high-frequency words.",Year 3,English,English,Literacy,,,Year3-AS-1942
AC9E3LY12,"They spell multisyllabic words using phonic and morphemic knowledge, and high-frequency words.",Year 3,English,English,Literacy,,,Year3-AS-1942
AC9E4LA01,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories.",Year 4,English,English,Language,,,"Year3-AS-9767, Year4-AS-9767"
AC9E4LA02,"They describe how language features including literary devices, and visual features shape meaning., They use language features including subjective and objective language, topic-specific vocabulary and literary devices, and/or visual features and features of voice.",Year 4,English,English,Language,,,"Year4-AS-4170, Year4-AS-5015, Year4-AS-928"
AC9E4LA02,"They share and extend ideas, opinions and information with audiences, using relevant details from learnt topics, topics of interest or texts.",Year 4,English,English,Language,,,"Year4-AS-4170, Year4-AS-5015, Year4-AS-928"
AC9E4LA03,"They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They describe how ideas are developed including through characters and events, and how texts reflect contexts., They describe how language features including literary devices, and visual features shape meaning., They describe the characteristic features of different text structures., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features., They use language features including subjective and objective language, topic-specific vocabulary and literary devices, and/or visual features and features of voice., They use paragraphs to organise and link ideas., They use text structures to organise and link ideas.",Year 4,English,English,Language,,,"Year4-AS-2446, Year4-AS-3318, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
AC9E4LA04,"They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They describe how ideas are developed including through characters and events, and how texts reflect contexts., They describe the characteristic features of different text structures., They use paragraphs to organise and link ideas., They use text structures to organise and link ideas.",Year 4,English,English,Language,,,"Year4-AS-2446, Year4-AS-3318, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
AC9E4LA05,"They describe the characteristic features of different text structures., They read, view and comprehend texts created to inform, influence and/or engage audiences.",Year 4,English,English,Language,,,"Year4-AS-1871, Year4-AS-2446"
AC9E4LA06,"They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They describe how ideas are developed including through characters and events, and how texts reflect contexts., They describe how language features including literary devices, and visual features shape meaning., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 4,English,English,Language,,,"Year4-AS-3318, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
AC9E4LA07,"They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They describe how ideas are developed including through characters and events, and how texts reflect contexts., They describe how language features including literary devices, and visual features shape meaning., They read, view and comprehend texts created to inform, influence and/or engage audiences., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 4,English,English,Language,,,"Year4-AS-1871, Year4-AS-3318, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
AC9E4LA08,"They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They describe how ideas are developed including through characters and events, and how texts reflect contexts., They describe how language features including literary devices, and visual features shape meaning., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 4,English,English,Language,,,"Year4-AS-3318, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
AC9E4LA09,"They describe how language features including literary devices, and visual features shape meaning., They spell words including multisyllabic and multimorphemic words with irregular spelling patterns, using phonic, morphemic and grammatical knowledge., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 4,English,English,Language,,,"Year4-AS-4170, Year4-AS-4250, Year4-AS-5067"
AC9E4LA10,"They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They describe how language features including literary devices, and visual features shape meaning., They read, view and comprehend texts created to inform, influence and/or engage audiences., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 4,English,English,Language,,,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
AC9E4LA11,"They describe how language features including literary devices, and visual features shape meaning., They read, view and comprehend texts created to inform, influence and/or engage audiences., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features., They use language features including subjective and objective language, topic-specific vocabulary and literary devices, and/or visual features and features of voice.",Year 4,English,English,Language,,,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067"
AC9E4LA12,"They describe how language features including literary devices, and visual features shape meaning., They read fluently and accurately, integrating phonic, morphemic, grammatical and punctuation knowledge., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features.",Year 4,English,English,Language,,,"Year4-AS-4170, Year4-AS-5067, Year4-AS-5193"
AC9E4LE01,"They describe how ideas are developed including through characters and events, and how texts reflect contexts., They read, view and comprehend texts created to inform, influence and/or engage audiences.",Year 4,English,English,Literature,,,"Year4-AS-1871, Year4-AS-3318"
AC9E4LE02,"They share and extend ideas, opinions and information with audiences, using relevant details from learnt topics, topics of interest or texts.",Year 4,English,English,Literature,,,Year4-AS-928
AC9E4LE03,"They describe how ideas are developed including through characters and events, and how texts reflect contexts., They describe how language features including literary devices, and visual features shape meaning., They read, view and comprehend texts created to inform, influence and/or engage audiences., They share and extend ideas, opinions and information with audiences, using relevant details from learnt topics, topics of interest or texts.",Year 4,English,English,Literature,,,"Year4-AS-1871, Year4-AS-3318, Year4-AS-4170, Year4-AS-928"
AC9E4LE04,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They describe how language features including literary devices, and visual features shape meaning., They read, view and comprehend texts created to inform, influence and/or engage audiences., They share and extend ideas, opinions and information with audiences, using relevant details from learnt topics, topics of interest or texts., They use language features including subjective and objective language, topic-specific vocabulary and literary devices, and/or visual features and features of voice.",Year 4,English,English,Literature,,,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-928, Year4-AS-9767"
AC9E4LE05,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features., They use paragraphs to organise and link ideas., They use text structures to organise and link ideas.",Year 4,English,English,Literature,,,"Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414, Year4-AS-9767"
AC9E4LY01,"They describe how ideas are developed including through characters and events, and how texts reflect contexts., They read, view and comprehend texts created to inform, influence and/or engage audiences.",Year 4,English,English,Literacy,,,"Year4-AS-1871, Year4-AS-3318"
AC9E4LY02,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They share and extend ideas, opinions and information with audiences, using relevant details from learnt topics, topics of interest or texts.",Year 4,English,English,Literacy,,,"Year4-AS-928, Year4-AS-9767"
AC9E4LY03,"They describe how ideas are developed including through characters and events, and how texts reflect contexts., They describe how language features including literary devices, and visual features shape meaning., They describe the characteristic features of different text structures., They read, view and comprehend texts created to inform, influence and/or engage audiences.",Year 4,English,English,Literacy,,,"Year4-AS-1871, Year4-AS-2446, Year4-AS-3318, Year4-AS-4170"
AC9E4LY04,"They read fluently and accurately, integrating phonic, morphemic, grammatical and punctuation knowledge., They read, view and comprehend texts created to inform, influence and/or engage audiences.",Year 4,English,English,Literacy,,,"Year4-AS-1871, Year4-AS-5193"
AC9E4LY05,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They read, view and comprehend texts created to inform, influence and/or engage audiences.",Year 4,English,English,Literacy,,,"Year4-AS-1871, Year4-AS-9767"
AC9E4LY06,"They create written and/or multimodal texts including stories for purposes and audiences, where they develop ideas using details from learnt topics, topics of interest or texts., They spell words including multisyllabic and multimorphemic words with irregular spelling patterns, using phonic, morphemic and grammatical knowledge., They use language features including complex sentences, topic-specific vocabulary and literary devices, and/or visual features., They use paragraphs to organise and link ideas.",Year 4,English,English,Literacy,,,"Year4-AS-4250, Year4-AS-5067, Year4-AS-8934, Year4-AS-9414"
AC9E4LY07,"Students interact with others, and listen to and create spoken and/or multimodal texts including stories., They share and extend ideas, opinions and information with audiences, using relevant details from learnt topics, topics of interest or texts., They use language features including subjective and objective language, topic-specific vocabulary and literary devices, and/or visual features and features of voice., They use text structures to organise and link ideas.",Year 4,English,English,Literacy,,,"Year4-AS-5015, Year4-AS-60, Year4-AS-928, Year4-AS-9767"
AC9E4LY08,They write texts using clearly formed letters with developing fluency.,Year 4,English,English,Literacy,,,Year4-AS-6723
AC9E4LY09,"They read fluently and accurately, integrating phonic, morphemic, grammatical and punctuation knowledge., They spell words including multisyllabic and multimorphemic words with irregular spelling patterns, using phonic, morphemic and grammatical knowledge.",Year 4,English,English,Literacy,,,"Year4-AS-4250, Year4-AS-5193"
AC9E4LY10,"They spell words including multisyllabic and multimorphemic words with irregular spelling patterns, using phonic, morphemic and grammatical knowledge.",Year 4,English,English,Literacy,,,Year4-AS-4250
AC9E4LY11,"They read fluently and accurately, integrating phonic, morphemic, grammatical and punctuation knowledge., They spell words including multisyllabic and multimorphemic words with irregular spelling patterns, using phonic, morphemic and grammatical knowledge.",Year 4,English,English,Literacy,,,"Year4-AS-4250, Year4-AS-5193"
AC9E5LA01,"Students interact with others, and listen to and create spoken and/or multimodal texts including literary texts.",Year 5,English,English,Language,,,"Year5-AS-4583, Year6-AS-4583"
AC9E5LA02,"For particular purposes and audiences, they share, develop and expand on ideas and opinions, using supporting details from topics or texts., They create written and/or multimodal texts, including literary texts, for particular purposes and audiences, developing and expanding on ideas with supporting details from topics or texts., They explain how ideas are developed including through characters, settings and/or events, and how texts reflect contexts.",Year 5,English,English,Language,,,"Year5-AS-3623, Year5-AS-3971, Year5-AS-5732"
AC9E5LA03,"They create written and/or multimodal texts, including literary texts, for particular purposes and audiences, developing and expanding on ideas with supporting details from topics or texts., They explain how characteristic text structures support the purpose of texts., They explain how ideas are developed including through characters, settings and/or events, and how texts reflect contexts., They explain how language features including literary devices, and visual features contribute to the effect and meaning of a text., They use different text structures to organise, develop and link ideas., They use language features including complex sentences, tenses, topic-specific vocabulary and literary devices, and/or multimodal features., They use language features including topic-specific vocabulary and literary devices, and/or multimodal features and features of voice., They use paragraphs to organise, develop and link ideas.",Year 5,English,English,Language,,,"Year5-AS-1457, Year5-AS-3608, Year5-AS-3623, Year5-AS-3971, Year5-AS-5159, Year5-AS-7048, Year5-AS-8790, Year5-AS-9228"
AC9E5LA04,"They create written and/or multimodal texts, including literary texts, for particular purposes and audiences, developing and expanding on ideas with supporting details from topics or texts., They explain how characteristic text structures support the purpose of texts., They explain how ideas are developed including through characters, settings and/or events, and how texts reflect contexts., They use paragraphs to organise, develop and link ideas.",Year 5,English,English,Language,,,"Year5-AS-3623, Year5-AS-3971, Year5-AS-5159, Year5-AS-7048"
AC9E5LA05,"They create written and/or multimodal texts, including literary texts, for particular purposes and audiences, developing and expanding on ideas with supporting details from topics or texts., They explain how ideas are developed including through characters, settings and/or events, and how texts reflect contexts., They explain how language features including literary devices, and visual features contribute to the effect and meaning of a text., They use language features including complex sentences, tenses, topic-specific vocabulary and literary devices, and/or multimodal features.",Year 5,English,English,Language,,,"Year5-AS-1457, Year5-AS-3623, Year5-AS-3971, Year5-AS-9228"
AC9E5LA06,"They create written and/or multimodal texts, including literary texts, for particular purposes and audiences, developing and expanding on ideas with supporting details from topics or texts., They explain how ideas are developed including through characters, settings and/or events, and how texts reflect contexts., They explain how language features including literary devices, and visual features contribute to the effect and meaning of a text., They use language features including complex sentences, tenses, topic-specific vocabulary and literary devices, and/or multimodal features.",Year 5,English,English,Language,,,"Year5-AS-1457, Year5-AS-3623, Year5-AS-3971, Year5-AS-9228"
AC9E5LA07,"For particular purposes and audiences, they share, develop and expand on ideas and opinions, using supporting details from topics or texts., Students interact with others, and listen to and create spoken and/or multimodal texts including literary texts., They create written and/or multimodal texts, including literary texts, for particular purposes and audiences, developing and expanding on ideas with supporting details from topics or texts., They explain how ideas are developed including through characters, settings and/or events, and how texts reflect contexts., They explain how language features including literary devices, and visual features contribute to the effect and meaning of a text., They read, view and comprehend texts created to inform, influence and/or engage audiences., They use language features including complex sentences, tenses, topic-specific vocabulary and literary devices, and/or multimodal features., They use language features including topic-specific vocabulary and literary devices, and/or multimodal features and features of voice.",Year 5,English,English,Language,,,"Year5-AS-1457, Year5-AS-1871, Year5-AS-3623, Year5-AS-3971, Year5-AS-4583, Year5-AS-5732, Year5-AS-8790, Year5-AS-9228"
AC9E5LA08,"Students interact with others, and listen to and create spoken and/or multimodal texts including literary texts., They explain how language features including literary devices, and visual features contribute to the effect and meaning of a text., They read, view and comprehend texts created to inform, influence and/or engage audiences., They use language features including complex sentences, tenses, topic-specific vocabulary and literary devices, and/or multimodal features., They use language features including topic-specific vocabulary and literary devices, and/or multimodal features and features of voice.",Year 5,English,English,Language,,,"Year5-AS-1457, Year5-AS-1871, Year5-AS-4583, Year5-AS-8790, Year5-AS-9228"
AC9E5LA09,"They explain how language features including literary devices, and visual features contribute to the effect and meaning of a text., They use language features including complex sentences, tenses, topic-specific vocabulary and literary devices, and/or multimodal features.",Year 5,English,English,Language,,,"Year5-AS-1457, Year5-AS-9228"
